,TF,target,importance
601,CXCL1,CEACAM8,0.035285711374352886
602,CTSG,CEACAM8,0.9784122007338056
603,SPACA3,CEACAM8,0.952717171838769
604,CD27,CEACAM8,-0.6775613654466549
605,CAMP,CEACAM8,0.9908984087136221
606,LRRN3,CEACAM8,-0.8530534966129235
607,IL1R1,CEACAM8,0.9404037203426856
608,SLC11A1,CEACAM8,0.7177517313850926
609,F2RL1,CEACAM8,0.6295272412906892
610,SERPING1,CEACAM8,-0.7449525898238778
611,TCF7,CEACAM8,-0.5262889111837633
612,HLA-DRB4,IDO1,-0.08762103481097917
613,HLA-DQA1,IDO1,0.7642627099651976
614,HLA-DQB1,IDO1,0.3952514959092559
615,IL1R2,IDO1,-0.9200589581669028
616,IL32,IDO1,0.060366640534894135
617,FCER1A,IDO1,0.8183369350150507
618,IL8,IDO1,-0.03983142452320432
619,LTF,IDO1,-0.7069152844499269
620,ARG1,IDO1,-0.8450633344829472
621,EGR1,IDO1,-0.7721342402925628
622,CHIT1,IDO1,-0.6316811122094632
623,CEACAM6,IDO1,-0.689638599358692
624,PTGS2,IDO1,-0.3565824633553292
625,PTGDR2,IDO1,0.6515500318992546
626,IL3RA,IDO1,0.147209965770358
627,FLT3,IDO1,-0.7343731062179675
628,CEACAM8,IDO1,-0.6868830833946125
629,IDO1,IDO1,1.0
630,FN1,IDO1,-0.4261567522335046
631,FOS,IDO1,-0.7263850682277835
632,C3AR1,IDO1,-0.05418638312398832
633,EGR2,IDO1,-0.15670775868820253
634,USP9Y,IDO1,-0.4998708856078593
635,C1QB,IDO1,0.2687570296415348
636,LCN2,IDO1,-0.7799770687828071
637,CXCL1,IDO1,-0.4875543444584896
638,CTSG,IDO1,-0.8076009445079372
639,SPACA3,IDO1,-0.464787923714156
640,CD27,IDO1,0.8668811978718198
641,CAMP,IDO1,-0.7419118887188975
642,LRRN3,IDO1,0.7338837392677893
643,IL1R1,IDO1,-0.7573916616406924
644,SLC11A1,IDO1,-0.9178763107117948
645,F2RL1,IDO1,-0.8990500188111497
646,SERPING1,IDO1,0.9844639836388356
647,TCF7,IDO1,0.8528360268352002
648,HLA-DRB4,FN1,-0.38057692820398376
649,HLA-DQA1,FN1,-0.04678742359605115
650,HLA-DQB1,FN1,0.4624990097512527
651,IL1R2,FN1,0.5449773693835358
652,IL32,FN1,0.14705454337921575
653,FCER1A,FN1,-0.5794421091274392
654,IL8,FN1,-0.4121058033712774
655,LTF,FN1,0.04742976305447712
656,ARG1,FN1,0.3277478799657875
657,EGR1,FN1,-0.13439003484027934
658,CHIT1,FN1,-0.1388123733655698
659,CEACAM6,FN1,-0.031042958084169507
660,PTGS2,FN1,-0.2789959430835922
661,PTGDR2,FN1,-0.6070801390076171
662,IL3RA,FN1,-0.5131032625562972
663,FLT3,FN1,0.1800685060914787
664,CEACAM8,FN1,0.007277888017170496
665,IDO1,FN1,-0.4261567522335046
666,FN1,FN1,1.0
667,FOS,FN1,-0.13299817328389282
668,C3AR1,FN1,0.7786638619353823
669,EGR2,FN1,-0.3907970406507716
670,USP9Y,FN1,-0.25693281878715
671,C1QB,FN1,-0.3104485518772795
672,LCN2,FN1,0.01634582161691811
673,CXCL1,FN1,-0.2553070953028654
674,CTSG,FN1,0.1616150062920772
675,SPACA3,FN1,-0.2397546716628969
676,CD27,FN1,0.060072088515177376
677,CAMP,FN1,0.06104795980182388
678,LRRN3,FN1,0.2478670660834029
679,IL1R1,FN1,-0.11131801320578599
680,SLC11A1,FN1,0.22335785219517715
681,F2RL1,FN1,0.09409306044071987
682,SERPING1,FN1,-0.3935250330771783
683,TCF7,FN1,-0.08018897317050631
684,HLA-DRB4,FOS,0.6947075585383217
685,HLA-DQA1,FOS,-0.9234351790395362
686,HLA-DQB1,FOS,-0.9155932002908028
687,IL1R2,FOS,0.469230846081678
688,IL32,FOS,-0.010431372407337838
689,FCER1A,FOS,-0.26104071131581325
690,IL8,FOS,0.6245542337975399
691,LTF,FOS,0.4146347318847462
692,ARG1,FOS,0.4354503863142801
693,EGR1,FOS,0.6388280828137947
694,CHIT1,FOS,0.4630233666130452
695,CEACAM6,FOS,0.4569621970563441
696,PTGS2,FOS,0.8092629500824601
697,PTGDR2,FOS,-0.20245398846293536
698,IL3RA,FOS,0.5247093681785326
699,FLT3,FOS,0.3538135206330328
700,CEACAM8,FOS,0.4051524973803405
701,IDO1,FOS,-0.7263850682277835
702,FN1,FOS,-0.13299817328389282
703,FOS,FOS,1.0
704,C3AR1,FOS,-0.5390914252403742
705,EGR2,FOS,0.28008994196847986
706,USP9Y,FOS,0.38940540706670257
707,C1QB,FOS,-0.32042120278844105
708,LCN2,FOS,0.5578812197379891
709,CXCL1,FOS,0.8908609294564414
710,CTSG,FOS,0.4973824346293094
711,SPACA3,FOS,0.3267329033084048
712,CD27,FOS,-0.8678062774589436
713,CAMP,FOS,0.4810788623644159
714,LRRN3,FOS,-0.7026093021946084
715,IL1R1,FOS,0.6789687823148787
716,SLC11A1,FOS,0.6367505846999202
717,F2RL1,FOS,0.7809952233763147
718,SERPING1,FOS,-0.7386638251670888
719,TCF7,FOS,-0.7623976814757095
720,HLA-DRB4,C3AR1,-0.5616691443417144
721,HLA-DQA1,C3AR1,0.23066088484706704
722,HLA-DQB1,C3AR1,0.7469061424046421
723,IL1R2,C3AR1,0.16754547966674
724,IL32,C3AR1,0.4593798216138376
725,FCER1A,C3AR1,-0.29196296422516216
726,IL8,C3AR1,-0.468685325783155
727,LTF,C3AR1,-0.20289970842859892
728,ARG1,C3AR1,0.013547694332567849
729,EGR1,C3AR1,-0.3088297049977117
730,CHIT1,C3AR1,-0.3704963067888977
731,CEACAM6,C3AR1,-0.284360707161797
732,PTGS2,C3AR1,-0.4157944157205682
733,PTGDR2,C3AR1,-0.13992499250823767
734,IL3RA,C3AR1,-0.5850499790310132
735,FLT3,C3AR1,-0.07124979740080863
736,CEACAM8,C3AR1,-0.2153930300720052
737,IDO1,C3AR1,-0.05418638312398832
738,FN1,C3AR1,0.7786638619353823
739,FOS,C3AR1,-0.5390914252403742
740,C3AR1,C3AR1,1.0
741,EGR2,C3AR1,-0.006301830949838042
742,USP9Y,C3AR1,-0.4534385294302738
743,C1QB,C3AR1,-0.3652970318953638
744,LCN2,C3AR1,-0.2704364756748625
745,CXCL1,C3AR1,-0.4482468306827466
746,CTSG,C3AR1,-0.15303143260796825
747,SPACA3,C3AR1,-0.4229119314956321
748,CD27,C3AR1,0.2903156151684493
749,CAMP,C3AR1,-0.24264510162296754
750,LRRN3,C3AR1,0.3919303565359201
751,IL1R1,C3AR1,-0.4437436812851997
752,SLC11A1,C3AR1,0.0859550249844901
753,F2RL1,C3AR1,-0.07442998579409707
754,SERPING1,C3AR1,0.04972380461079741
755,TCF7,C3AR1,0.032893802665505886
756,HLA-DRB4,EGR2,0.3337809891149719
757,HLA-DQA1,EGR2,-0.4854896435367839
758,HLA-DQB1,EGR2,-0.3614442049530471
759,IL1R2,EGR2,-0.11561885752659362
760,IL32,EGR2,0.6345111902845213
761,FCER1A,EGR2,0.16105831077735822
762,IL8,EGR2,0.4970482795103177
763,LTF,EGR2,-0.0200775132517566
764,ARG1,EGR2,-0.06914733673574695
765,EGR1,EGR2,0.34376066518752685
766,CHIT1,EGR2,0.03391652428819132
767,CEACAM6,EGR2,0.005496465559237064
768,PTGS2,EGR2,0.5711272277272633
769,PTGDR2,EGR2,0.57959982673187
770,IL3RA,EGR2,0.3347954633410034
771,FLT3,EGR2,-0.06354684141629552
772,CEACAM8,EGR2,0.01653077602944597
773,IDO1,EGR2,-0.15670775868820253
774,FN1,EGR2,-0.3907970406507716
775,FOS,EGR2,0.28008994196847986
776,C3AR1,EGR2,-0.006301830949838042
777,EGR2,EGR2,1.0
778,USP9Y,EGR2,-0.001495305249325016
779,C1QB,EGR2,-0.5232360107307
780,LCN2,EGR2,0.060332217287644964
781,CXCL1,EGR2,0.5560676800241717
782,CTSG,EGR2,-0.033736411832447036
783,SPACA3,EGR2,-0.04122125387263703
784,CD27,EGR2,-0.4999457989408147
785,CAMP,EGR2,-0.049844269061676015
786,LRRN3,EGR2,-0.4521625215454863
787,IL1R1,EGR2,0.07845886648781736
788,SLC11A1,EGR2,0.4843299643951164
789,F2RL1,EGR2,0.5564524397552256
790,SERPING1,EGR2,-0.022417651702046255
791,TCF7,EGR2,-0.6426033099902227
792,HLA-DRB4,USP9Y,-0.25104832690643475
793,HLA-DQA1,USP9Y,-0.15532989384280474
794,HLA-DQB1,USP9Y,-0.2504524270895647
795,IL1R2,USP9Y,0.617061418123476
796,IL32,USP9Y,-0.732384010296118
797,FCER1A,USP9Y,-0.6227407680338921
798,IL8,USP9Y,-0.31957438233292546
799,LTF,USP9Y,0.946640416522604
800,ARG1,USP9Y,0.8082611258200887
801,EGR1,USP9Y,0.8797712531452736
802,CHIT1,USP9Y,0.9866320755673902
803,CEACAM6,USP9Y,0.9662972659538964
804,PTGS2,USP9Y,-0.11922891348663055
805,PTGDR2,USP9Y,-0.5505021000702794
806,IL3RA,USP9Y,-0.3416077973057103
807,FLT3,USP9Y,0.8970958536109671
808,CEACAM8,USP9Y,0.9556253403399559
809,IDO1,USP9Y,-0.4998708856078593
810,FN1,USP9Y,-0.25693281878715
811,FOS,USP9Y,0.38940540706670257
812,C3AR1,USP9Y,-0.4534385294302738
813,EGR2,USP9Y,-0.001495305249325016
814,USP9Y,USP9Y,1.0
815,C1QB,USP9Y,0.6137771614511425
816,LCN2,USP9Y,0.9307530085129158
817,CXCL1,USP9Y,0.034159380898664334
818,CTSG,USP9Y,0.8923686843088884
819,SPACA3,USP9Y,0.9975234088828404
820,CD27,USP9Y,-0.5973330053015311
821,CAMP,USP9Y,0.9388447523535174
822,LRRN3,USP9Y,-0.8333568301225274
823,IL1R1,USP9Y,0.9266319369904598
824,SLC11A1,USP9Y,0.5483037023449274
825,F2RL1,USP9Y,0.4941469130297166
826,SERPING1,USP9Y,-0.5850919122066873
827,TCF7,USP9Y,-0.3871962166793559
828,HLA-DRB4,C1QB,-0.5461114148371513
829,HLA-DQA1,C1QB,0.6315272766720164
830,HLA-DQB1,C1QB,0.2855856963469034
831,IL1R2,C1QB,0.040190532643238186
832,IL32,C1QB,-0.912844301715553
833,FCER1A,C1QB,-0.15795594380544753
834,IL8,C1QB,-0.6351524814205021
835,LTF,C1QB,0.449639589017867
836,ARG1,C1QB,0.254463556783784
837,EGR1,C1QB,0.16834822495364307
838,CHIT1,C1QB,0.5004435794737531
839,CEACAM6,C1QB,0.4606059714225529
840,PTGS2,C1QB,-0.680846384318388
841,PTGDR2,C1QB,-0.3523249283677022
842,IL3RA,C1QB,-0.4717583889561748
843,FLT3,C1QB,0.4144802974577904
844,CEACAM8,C1QB,0.457160338390909
845,IDO1,C1QB,0.2687570296415348
846,FN1,C1QB,-0.3104485518772795
847,FOS,C1QB,-0.32042120278844105
848,C3AR1,C1QB,-0.3652970318953638
849,EGR2,C1QB,-0.5232360107307
850,USP9Y,C1QB,0.6137771614511425
851,C1QB,C1QB,1.0
852,LCN2,C1QB,0.3365378397700558
853,CXCL1,C1QB,-0.6152589851940976
854,CTSG,C1QB,0.3313580632073639
855,SPACA3,C1QB,0.6576583982169432
856,CD27,C1QB,0.258301452155246
857,CAMP,C1QB,0.4218424886948819
858,LRRN3,C1QB,-0.09168665378203228
859,IL1R1,C1QB,0.3159339961569024
860,SLC11A1,C1QB,-0.2854380290406379
861,F2RL1,C1QB,-0.3812608900198409
862,SERPING1,C1QB,0.12885502432898058
863,TCF7,C1QB,0.4881179405101903
864,HLA-DRB4,LCN2,-0.18150882725324266
865,HLA-DQA1,LCN2,-0.4118535802561707
866,HLA-DQB1,LCN2,-0.3101560222885042
867,IL1R2,LCN2,0.8418904489340862
868,IL32,LCN2,-0.5534264785382214
869,FCER1A,LCN2,-0.8114567428777173
870,IL8,LCN2,-0.2478852850615296
871,LTF,LCN2,0.986011437474038
872,ARG1,LCN2,0.9480230065973504
873,EGR1,LCN2,0.9562979493120743
874,CHIT1,LCN2,0.9776323934316724
875,CEACAM6,LCN2,0.9898493731333076
876,PTGS2,LCN2,0.032493318042309934
877,PTGDR2,LCN2,-0.6832025261795379
878,IL3RA,LCN2,-0.3450572031869296
879,FLT3,LCN2,0.9662531650907248
880,CEACAM8,LCN2,0.9840743627150542
881,IDO1,LCN2,-0.7799770687828071
882,FN1,LCN2,0.01634582161691811
883,FOS,LCN2,0.5578812197379891
884,C3AR1,LCN2,-0.2704364756748625
885,EGR2,LCN2,0.060332217287644964
886,USP9Y,LCN2,0.9307530085129158
887,C1QB,LCN2,0.3365378397700558
888,LCN2,LCN2,1.0
889,CXCL1,LCN2,0.1988908728676457
890,CTSG,LCN2,0.9880652854728732
891,SPACA3,LCN2,0.9163426281523779
892,CD27,LCN2,-0.7826065754502899
893,CAMP,LCN2,0.9922894772597444
894,LRRN3,LCN2,-0.901839046487277
895,IL1R1,LCN2,0.9793385793848868
896,SLC11A1,LCN2,0.784612936482631
897,F2RL1,LCN2,0.7283922399532105
898,SERPING1,LCN2,-0.8329194987045385
899,TCF7,LCN2,-0.6313181035757071
900,HLA-DRB4,CXCL1,0.8822594985201239
901,HLA-DQA1,CXCL1,-0.9299457449963442
902,HLA-DQB1,CXCL1,-0.9243599339917437
903,IL1R2,CXCL1,0.11945785118309835
904,IL32,CXCL1,0.3924196561980844
905,FCER1A,CXCL1,0.09585660342780693
906,IL8,CXCL1,0.8838899416418503
907,LTF,CXCL1,0.03364915593602312
908,ARG1,CXCL1,0.05621066361366327
909,EGR1,CXCL1,0.38186841689479
910,CHIT1,CXCL1,0.10207422566367144
911,CEACAM6,CXCL1,0.08297007178399843
912,PTGS2,CXCL1,0.9857512640858144
913,PTGDR2,CXCL1,0.22819313606304745
914,IL3RA,CXCL1,0.7716617445785671
915,FLT3,CXCL1,-0.033556077685415533
916,CEACAM8,CXCL1,0.035285711374352886
917,IDO1,CXCL1,-0.4875543444584896
918,FN1,CXCL1,-0.2553070953028654
919,FOS,CXCL1,0.8908609294564414
920,C3AR1,CXCL1,-0.4482468306827466
921,EGR2,CXCL1,0.5560676800241717
922,USP9Y,CXCL1,0.034159380898664334
923,C1QB,CXCL1,-0.6152589851940976
924,LCN2,CXCL1,0.1988908728676457
925,CXCL1,CXCL1,1.0
926,CTSG,CXCL1,0.11416762898410852
927,SPACA3,CXCL1,-0.03620615238983303
928,CD27,CXCL1,-0.7312898512935201
929,CAMP,CXCL1,0.09081369414464756
930,LRRN3,CXCL1,-0.5002796758651513
931,IL1R1,CXCL1,0.3365065010261737
932,SLC11A1,CXCL1,0.4890169252802803
933,F2RL1,CXCL1,0.6801891074766133
934,SERPING1,CXCL1,-0.4400345908319169
935,TCF7,CXCL1,-0.7243369377167563
936,HLA-DRB4,CTSG,-0.27059283412335844
937,HLA-DQA1,CTSG,-0.3686382331693344
938,HLA-DQB1,CTSG,-0.2060244835207241
939,IL1R2,CTSG,0.9047188647395648
940,IL32,CTSG,-0.5617471577231751
941,FCER1A,CTSG,-0.8881813136384082
942,IL8,CTSG,-0.3444100476968058
943,LTF,CTSG,0.9863174627271905
944,ARG1,CTSG,0.9842334546482016
945,EGR1,CTSG,0.911957493615852
946,CHIT1,CTSG,0.9505270746774328
947,CEACAM6,CTSG,0.9777105013732345
948,PTGS2,CTSG,-0.054199668356676174
949,PTGDR2,CTSG,-0.7787083947640906
950,IL3RA,CTSG,-0.4458427960298417
951,FLT3,CTSG,0.9870382270185174
952,CEACAM8,CTSG,0.9784122007338056
953,IDO1,CTSG,-0.8076009445079372
954,FN1,CTSG,0.1616150062920772
955,FOS,CTSG,0.4973824346293094
956,C3AR1,CTSG,-0.15303143260796825
957,EGR2,CTSG,-0.033736411832447036
958,USP9Y,CTSG,0.8923686843088884
959,C1QB,CTSG,0.3313580632073639
960,LCN2,CTSG,0.9880652854728732
961,CXCL1,CTSG,0.11416762898410852
962,CTSG,CTSG,1.0
963,SPACA3,CTSG,0.8838359832110136
964,CD27,CTSG,-0.7314205265713254
965,CAMP,CTSG,0.9927480215029352
966,LRRN3,CTSG,-0.8363465350939139
967,IL1R1,CTSG,0.945598696822555
968,SLC11A1,CTSG,0.7790393814586486
969,F2RL1,CTSG,0.6976803288039353
970,SERPING1,CTSG,-0.8610508794277415
971,TCF7,CTSG,-0.5956519400407025
972,HLA-DRB4,SPACA3,-0.31259253059609543
973,HLA-DQA1,SPACA3,-0.08950998711701877
974,HLA-DQB1,SPACA3,-0.18581985356707187
975,IL1R2,SPACA3,0.607883063685671
976,IL32,SPACA3,-0.7605658905867619
977,FCER1A,SPACA3,-0.6286340872032599
978,IL8,SPACA3,-0.3813825823275785
979,LTF,SPACA3,0.943847237724782
980,ARG1,SPACA3,0.8036470211415739
981,EGR1,SPACA3,0.8524011857443119
982,CHIT1,SPACA3,0.9792083938439412
983,CEACAM6,SPACA3,0.9601150407838738
984,PTGS2,SPACA3,-0.1885215977790957
985,PTGDR2,SPACA3,-0.5662107358471935
986,IL3RA,SPACA3,-0.3952057590049631
987,FLT3,SPACA3,0.8989082068393675
988,CEACAM8,SPACA3,0.952717171838769
989,IDO1,SPACA3,-0.464787923714156
990,FN1,SPACA3,-0.2397546716628969
991,FOS,SPACA3,0.3267329033084048
992,C3AR1,SPACA3,-0.4229119314956321
993,EGR2,SPACA3,-0.04122125387263703
994,USP9Y,SPACA3,0.9975234088828404
995,C1QB,SPACA3,0.6576583982169432
996,LCN2,SPACA3,0.9163426281523779
997,CXCL1,SPACA3,-0.03620615238983303
998,CTSG,SPACA3,0.8838359832110136
999,SPACA3,SPACA3,1.0
1000,CD27,SPACA3,-0.5453380727834598
1001,CAMP,SPACA3,0.9320794476927216
1002,LRRN3,SPACA3,-0.7977281889521503
1003,IL1R1,SPACA3,0.9027425458108804
1004,SLC11A1,SPACA3,0.5129214878558849
1005,F2RL1,SPACA3,0.4454907152136357
1006,SERPING1,SPACA3,-0.5535202615449827
1007,TCF7,SPACA3,-0.33540008267141264
1008,HLA-DRB4,CD27,-0.34693186504552137
1009,HLA-DQA1,CD27,0.8664078890519684
1010,HLA-DQB1,CD27,0.6895160504466333
1011,IL1R2,CD27,-0.675256099895875
1012,IL32,CD27,-0.003211267943465563
1013,FCER1A,CD27,0.5406164892732563
1014,IL8,CD27,-0.3376701013248909
1015,LTF,CD27,-0.6753785079129199
1016,ARG1,CD27,-0.6921614062998903
1017,EGR1,CD27,-0.8906373293004051
1018,CHIT1,CD27,-0.6890957592684729
1019,CEACAM6,CD27,-0.6970847899640411
1020,PTGS2,CD27,-0.6133918084928757
1021,PTGDR2,CD27,0.29304320623744595
1022,IL3RA,CD27,-0.1624730986092048
1023,FLT3,CD27,-0.6379670121219653
1024,CEACAM8,CD27,-0.6775613654466549
1025,IDO1,CD27,0.8668811978718198
1026,FN1,CD27,0.060072088515177376
1027,FOS,CD27,-0.8678062774589436
1028,C3AR1,CD27,0.2903156151684493
1029,EGR2,CD27,-0.4999457989408147
1030,USP9Y,CD27,-0.5973330053015311
1031,C1QB,CD27,0.258301452155246
1032,LCN2,CD27,-0.7826065754502899
1033,CXCL1,CD27,-0.7312898512935201
1034,CTSG,CD27,-0.7314205265713254
1035,SPACA3,CD27,-0.5453380727834598
1036,CD27,CD27,1.0
1037,CAMP,CD27,-0.7034137042230597
1038,LRRN3,CD27,0.922882930204252
1039,IL1R1,CD27,-0.8234250389268781
1040,SLC11A1,CD27,-0.9180106669356924
1041,F2RL1,CD27,-0.974833136281127
1042,SERPING1,CD27,0.8412238039216959
1043,TCF7,CD27,0.9509484162427344
1044,HLA-DRB4,CAMP,-0.2690656480398727
1045,HLA-DQA1,CAMP,-0.3155713644727385
1046,HLA-DQB1,CAMP,-0.22302894986072144
1047,IL1R2,CAMP,0.8499023092537238
1048,IL32,CAMP,-0.6331254207411178
1049,FCER1A,CAMP,-0.8375330203673357
1050,IL8,CAMP,-0.3480221997039629
1051,LTF,CAMP,0.9955504867045591
1052,ARG1,CAMP,0.9586348373412206
1053,EGR1,CAMP,0.9149925450758936
1054,CHIT1,CAMP,0.9786780609135268
1055,CEACAM6,CAMP,0.9942413699528828
1056,PTGS2,CAMP,-0.07740744586335338
1057,PTGDR2,CAMP,-0.7474551105742205
1058,IL3RA,CAMP,-0.4264193394667961
1059,FLT3,CAMP,0.9832298409325714
1060,CEACAM8,CAMP,0.9908984087136221
1061,IDO1,CAMP,-0.7419118887188975
1062,FN1,CAMP,0.06104795980182388
1063,FOS,CAMP,0.4810788623644159
1064,C3AR1,CAMP,-0.24264510162296754
1065,EGR2,CAMP,-0.049844269061676015
1066,USP9Y,CAMP,0.9388447523535174
1067,C1QB,CAMP,0.4218424886948819
1068,LCN2,CAMP,0.9922894772597444
1069,CXCL1,CAMP,0.09081369414464756
1070,CTSG,CAMP,0.9927480215029352
1071,SPACA3,CAMP,0.9320794476927216
1072,CD27,CAMP,-0.7034137042230597
1073,CAMP,CAMP,1.0
1074,LRRN3,CAMP,-0.8439670965390892
1075,IL1R1,CAMP,0.96062492619985
1076,SLC11A1,CAMP,0.7231441243810613
1077,F2RL1,CAMP,0.6478658257377076
1078,SERPING1,CAMP,-0.8085365033689159
1079,TCF7,CAMP,-0.5404375210977364
1080,HLA-DRB4,LRRN3,-0.11080326175649212
1081,HLA-DQA1,LRRN3,0.6178096358203882
1082,HLA-DQB1,LRRN3,0.5559894489508602
1083,IL1R2,LRRN3,-0.6443344012855611
1084,IL32,LRRN3,0.26132836125380154
1085,FCER1A,LRRN3,0.5698564389915547
1086,IL8,LRRN3,-0.10220182590286198
1087,LTF,LRRN3,-0.8397922119914835
1088,ARG1,LRRN3,-0.7642045050048949
1089,EGR1,LRRN3,-0.9863094505331412
1090,CHIT1,LRRN3,-0.8793700566618149
1091,CEACAM6,LRRN3,-0.8665982104846548
1092,PTGS2,LRRN3,-0.3623055342479589
1093,PTGDR2,LRRN3,0.3231565223119636
1094,IL3RA,LRRN3,0.03003001087936218
1095,FLT3,LRRN3,-0.7854313121511668
1096,CEACAM8,LRRN3,-0.8530534966129235
1097,IDO1,LRRN3,0.7338837392677893
1098,FN1,LRRN3,0.2478670660834029
1099,FOS,LRRN3,-0.7026093021946084
1100,C3AR1,LRRN3,0.3919303565359201
1101,EGR2,LRRN3,-0.4521625215454863
1102,USP9Y,LRRN3,-0.8333568301225274
1103,C1QB,LRRN3,-0.09168665378203228
1104,LCN2,LRRN3,-0.901839046487277
1105,CXCL1,LRRN3,-0.5002796758651513
1106,CTSG,LRRN3,-0.8363465350939139
1107,SPACA3,LRRN3,-0.7977281889521503
1108,CD27,LRRN3,0.922882930204252
1109,CAMP,LRRN3,-0.8439670965390892
1110,LRRN3,LRRN3,1.0
1111,IL1R1,LRRN3,-0.9245022007366284
1112,SLC11A1,LRRN3,-0.8510225348589864
1113,F2RL1,LRRN3,-0.8659983141681418
1114,SERPING1,LRRN3,0.7395821741066179
1115,TCF7,LRRN3,0.8143345519646228
1116,HLA-DRB4,IL1R1,-0.001320658599838988
1117,HLA-DQA1,IL1R1,-0.49584399775095594
1118,HLA-DQB1,IL1R1,-0.4817774789115701
1119,IL1R2,IL1R1,0.7680675021191739
1120,IL32,IL1R1,-0.558085175979929
1121,FCER1A,IL1R1,-0.7000476179663544
1122,IL8,IL1R1,-0.08217078385737504
1123,LTF,IL1R1,0.941612977818106
1124,ARG1,IL1R1,0.8794635313531667
1125,EGR1,IL1R1,0.9537381117655626
1126,CHIT1,IL1R1,0.963752745583281
1127,CEACAM6,IL1R1,0.9614441866525376
1128,PTGS2,IL1R1,0.17646644460608005
1129,PTGDR2,IL1R1,-0.6059877153576672
1130,IL3RA,IL1R1,-0.16061986615622528
1131,FLT3,IL1R1,0.8985423676759167
1132,CEACAM8,IL1R1,0.9404037203426856
1133,IDO1,IL1R1,-0.7573916616406924
1134,FN1,IL1R1,-0.11131801320578599
1135,FOS,IL1R1,0.6789687823148787
1136,C3AR1,IL1R1,-0.4437436812851997
1137,EGR2,IL1R1,0.07845886648781736
1138,USP9Y,IL1R1,0.9266319369904598
1139,C1QB,IL1R1,0.3159339961569024
1140,LCN2,IL1R1,0.9793385793848868
1141,CXCL1,IL1R1,0.3365065010261737
1142,CTSG,IL1R1,0.945598696822555
1143,SPACA3,IL1R1,0.9027425458108804
1144,CD27,IL1R1,-0.8234250389268781
1145,CAMP,IL1R1,0.96062492619985
1146,LRRN3,IL1R1,-0.9245022007366284
1147,IL1R1,IL1R1,1.0
1148,SLC11A1,IL1R1,0.7444005357907767
1149,F2RL1,IL1R1,0.7342186719570559
1150,SERPING1,IL1R1,-0.8213036740684267
1151,TCF7,IL1R1,-0.6402947637040081
1152,HLA-DRB4,SLC11A1,0.02361844609750615
1153,HLA-DQA1,SLC11A1,-0.7305502708189515
1154,HLA-DQB1,SLC11A1,-0.3571901828264831
1155,IL1R2,SLC11A1,0.8098570717574171
1156,IL32,SLC11A1,0.07573059338012927
1157,FCER1A,SLC11A1,-0.7429434021482407
1158,IL8,SLC11A1,0.04794424767777868
1159,LTF,SLC11A1,0.7181338189609097
1160,ARG1,SLC11A1,0.7985617653943586
1161,EGR1,SLC11A1,0.8646176298115767
1162,CHIT1,SLC11A1,0.6664883576688784
1163,CEACAM6,SLC11A1,0.7066448801230091
1164,PTGS2,SLC11A1,0.3652378069448126
1165,PTGDR2,SLC11A1,-0.4216987383370806
1166,IL3RA,SLC11A1,-0.17241116603759135
1167,FLT3,SLC11A1,0.7307903750740339
1168,CEACAM8,SLC11A1,0.7177517313850926
1169,IDO1,SLC11A1,-0.9178763107117948
1170,FN1,SLC11A1,0.22335785219517715
1171,FOS,SLC11A1,0.6367505846999202
1172,C3AR1,SLC11A1,0.0859550249844901
1173,EGR2,SLC11A1,0.4843299643951164
1174,USP9Y,SLC11A1,0.5483037023449274
1175,C1QB,SLC11A1,-0.2854380290406379
1176,LCN2,SLC11A1,0.784612936482631
1177,CXCL1,SLC11A1,0.4890169252802803
1178,CTSG,SLC11A1,0.7790393814586486
1179,SPACA3,SLC11A1,0.5129214878558849
1180,CD27,SLC11A1,-0.9180106669356924
1181,CAMP,SLC11A1,0.7231441243810613
1182,LRRN3,SLC11A1,-0.8510225348589864
1183,IL1R1,SLC11A1,0.7444005357907767
1184,SLC11A1,SLC11A1,1.0
1185,F2RL1,SLC11A1,0.9714156903150696
1186,SERPING1,SLC11A1,-0.8616772421351953
1187,TCF7,SLC11A1,-0.9488996647545817
1188,HLA-DRB4,F2RL1,0.2573921321732589
1189,HLA-DQA1,F2RL1,-0.8599574778560941
1190,HLA-DQB1,F2RL1,-0.5597492922674713
1191,IL1R2,F2RL1,0.7114898747599347
1192,IL32,F2RL1,0.14632884873018245
1193,FCER1A,F2RL1,-0.5973821766876234
1194,IL8,F2RL1,0.27639920984309857
1195,LTF,F2RL1,0.628594365145854
1196,ARG1,F2RL1,0.6933821973726373
1197,EGR1,F2RL1,0.8448111278381184
1198,CHIT1,F2RL1,0.6082244229739903
1199,CEACAM6,F2RL1,0.6341454459730301
1200,PTGS2,F2RL1,0.5700365314728357
1201,PTGDR2,F2RL1,-0.2936618052413586
1202,IL3RA,F2RL1,0.06465164512818798
1203,FLT3,F2RL1,0.6175543237609677
1204,CEACAM8,F2RL1,0.6295272412906892
1205,IDO1,F2RL1,-0.8990500188111497
1206,FN1,F2RL1,0.09409306044071987
1207,FOS,F2RL1,0.7809952233763147
1208,C3AR1,F2RL1,-0.07442998579409707
1209,EGR2,F2RL1,0.5564524397552256
1210,USP9Y,F2RL1,0.4941469130297166
1211,C1QB,F2RL1,-0.3812608900198409
1212,LCN2,F2RL1,0.7283922399532105
1213,CXCL1,F2RL1,0.6801891074766133
1214,CTSG,F2RL1,0.6976803288039353
1215,SPACA3,F2RL1,0.4454907152136357
