HLA-DRB4,-0.45085522228556696,1.788841606841904,-0.4502809858051895,-0.44141646196442325,-0.4462889367867242
HLA-DQA1,-0.3274044462498219,-1.2184013380188794,0.4525341226143783,-0.34943780255100154,1.4427094642053244
HLA-DQB1,0.6102985765923763,-1.556347194387416,0.6771985249764713,-0.46163746268567357,0.7304875555042417
IL1R2,1.0015442746234702,-0.48589819642214327,-0.7494525243352104,1.1589685270002787,-0.9251620808663957
IL32,0.407330795906741,0.694700937980976,1.0182011486013118,-1.2432078289002895,-0.8770250535887394
FCER1A,-1.0073228039992457,0.870106297609773,0.5354709600883939,-1.1640581428635062,0.7658036891645853
IL8,-0.5040578533766018,1.751682248093689,-0.0919199191322993,-0.5527594780182236,-0.6029449975665643
LTF,0.05598839148418488,-0.6052750271898081,-0.5294510781037484,1.7158788376904066,-0.6371411238810352
ARG1,0.5799880215330078,-0.6199859158049218,-0.6284060296412654,1.4876652943258928,-0.8192613704127131
EGR1,-0.17944602373679566,-0.053604134704494606,-0.255513728149439,1.6191075904947632,-1.1305437039040342
CHIT1,-0.26787429851664973,-0.4237745847959399,-0.5177017900498815,1.777146827267096,-0.5677961539046248
CEACAM6,-0.07517259651262108,-0.49567550803514243,-0.5497713196172486,1.7474306875281431,-0.6268112633631311
PTGS2,-0.24163144571493966,1.6625391571848729,-0.1987902914069158,-0.16874958673631235,-1.0533678333267054
PTGDR2,-1.023035682902358,0.8013039305512775,1.148831001476481,-0.9935217104189669,0.06642246129356658
IL3RA,-0.7185530662863796,1.737227617836621,-0.2315894278028889,-0.6197466021491299,-0.1673385215982221
FLT3,0.2826167153760737,-0.7500844174179806,-0.5114367598484183,1.6333068167335238,-0.6544023548431982
CEACAM8,-0.017122068392682644,-0.6064624691823177,-0.4583409263720386,1.7318767399294164,-0.6499512759823776
IDO1,-0.8879968982397906,-0.15531125312152722,0.6708132707673479,-0.9687359494317134,1.341230830025683
FN1,1.76948065289989,-0.6772939898289275,-0.40684860810623547,-0.4128158579353266,-0.27252219702940045
FOS,-0.022907243660163206,1.2400069544834467,-0.8926994052811922,0.735666208029181,-1.0600665135712724
C3AR1,1.3248567254509116,-0.9994631092250318,0.7544826520078068,-0.7561760826802599,-0.323700185553427
EGR2,-0.5610508584945649,0.5982526410701502,1.2360965302961782,0.06646419951883575,-1.3397625123905996
USP9Y,-0.502583347588906,-0.45505866670705464,-0.48278092384707005,1.7855388947454711,-0.34511595660244043
C1QB,-0.7590697690400824,-0.9818131499389416,-0.4009848317652636,1.0196091338170479,1.1222586169272402
LCN2,0.04388594859183241,-0.3295007633828619,-0.5970254617076186,1.6950220445393136,-0.8123817680406651
CXCL1,-0.20106097914885956,1.5776692070328144,-0.32267039103908707,0.10982998728650878,-1.163767824131377
CTSG,0.2881724232791717,-0.48839679020760696,-0.661180938542893,1.6286708171993072,-0.7672655117279786
SPACA3,-0.4898754896380914,-0.5651164337989262,-0.4611447586007445,1.7775475495383701,-0.26141086750060805
CD27,-0.061355741037668,-0.6179331822640878,0.3276413998177863,-1.1366580815682248,1.4883056050521948
CAMP,0.09605488186981283,-0.4862292370464358,-0.669398992201505,1.7013052904239372,-0.641731943045809
LRRN3,0.3530839918757406,-0.1939074889171889,0.17610539375640136,-1.5370407248253344,1.201758828110381
IL1R1,-0.1530512298986054,-0.007665644148161744,-0.743221501338788,1.6798914298617793,-0.7759530544762242
SLC11A1,0.5178360709653738,0.04096299365719439,-0.01860647309097548,1.0685443613831063,-1.6087369529146989
F2RL1,0.3345445759956536,0.45900261376698065,-0.11132617127243787,0.9689067142641744,-1.6511277327543707
SERPING1,-0.8112935302626251,-0.12105206871058663,0.9053941269379806,-1.106133010017952,1.1330844820531838
TCF7,-0.32581673114869814,-0.5640616435003152,-0.04745572971463696,-0.7831572689892703,1.7204913733529206
